,0
0,0.13483601808547974
1,0.13414382934570312
2,0.13355788588523865
3,0.13319319486618042
4,0.13285072147846222
5,0.13279318809509277
6,0.12811201810836792
7,0.12823064625263214
8,0.12774886190891266
9,0.13262401521205902
10,0.13283294439315796
11,0.12854886054992676
12,0.12919673323631287
13,0.1330225020647049
14,0.1336214244365692
15,0.13441109657287598
16,0.134776771068573
17,0.12925022840499878
18,0.1300172358751297
19,0.13529103994369507
20,0.13490821421146393
21,0.13911423087120056
22,0.1317823827266693
23,0.1365075409412384
24,0.139425128698349
25,0.14362448453903198
26,0.1346280872821808
27,0.13137996196746826
28,0.13825669884681702
29,0.14090219140052795
30,0.14678002893924713
31,0.1398441642522812
32,0.14027780294418335
33,0.14473283290863037
34,0.1410517692565918
35,0.13960722088813782
36,0.13824981451034546
37,0.14645949006080627
38,0.13922017812728882
39,0.14003267884254456
40,0.15456989407539368
41,0.14233919978141785
42,0.13944993913173676
43,0.14910031855106354
44,0.15030410885810852
45,0.13093701004981995
46,0.14020490646362305
47,0.15362975001335144
48,0.13316553831100464
49,0.15334169566631317
50,0.15430939197540283
51,0.14909955859184265
52,0.14694368839263916
53,0.14730322360992432
54,0.16523577272891998
55,0.1469825804233551
56,0.16195422410964966
57,0.15507841110229492
58,0.15284937620162964
59,0.16316531598567963
60,0.16265295445919037
61,0.13780556619167328
62,0.15727022290229797
63,0.15882980823516846
64,0.16275449097156525
65,0.16300582885742188
66,0.18017810583114624
67,0.15814436972141266
68,0.1651703417301178
69,0.1594935655593872
70,0.1691463142633438
71,0.1716984063386917
72,0.1709599643945694
73,0.16204658150672913
74,0.16027262806892395
75,0.15088872611522675
76,0.15712428092956543
77,0.15982288122177124
78,0.16105744242668152
79,0.1402265578508377
80,0.15886366367340088
81,0.14961057901382446
82,0.15822774171829224
83,0.16455887258052826
84,0.16362707316875458
85,0.1572335809469223
86,0.16490869224071503
87,0.17712098360061646
88,0.1643563210964203
89,0.1676960289478302
90,0.15037024021148682
91,0.14197710156440735
92,0.17971903085708618
93,0.168719083070755
94,0.16054534912109375
95,0.16543498635292053
96,0.14972834289073944
97,0.16926826536655426
98,0.1730726957321167
99,0.16316622495651245
100,0.1696397364139557
101,0.1634329855442047
102,0.16602718830108643
103,0.16031095385551453
104,0.14410850405693054
105,0.17044131457805634
106,0.1724962592124939
107,0.16501808166503906
108,0.15553517639636993
109,0.1799808293581009
110,0.1634192168712616
111,0.15412373840808868
112,0.16985979676246643
113,0.16516098380088806
114,0.15151681005954742
115,0.1531144082546234
116,0.1714235246181488
117,0.15831618010997772
118,0.1469999998807907
119,0.15592347085475922
120,0.15356814861297607
121,0.15137147903442383
122,0.1494552195072174
123,0.16240300238132477
124,0.14707106351852417
125,0.17374387383460999
126,0.17171739041805267
127,0.16635259985923767
128,0.15762972831726074
129,0.16846062242984772
130,0.17554590106010437
131,0.1589323878288269
132,0.16466522216796875
133,0.1724548041820526
134,0.16164249181747437
135,0.16489531099796295
136,0.15600916743278503
137,0.17352484166622162
138,0.16828665137290955
139,0.1600167453289032
140,0.17162801325321198
141,0.16838128864765167
142,0.15399733185768127
143,0.1643066108226776
144,0.1635335236787796
145,0.15131208300590515
146,0.15681132674217224
147,0.1600508987903595
148,0.15097713470458984
149,0.15317195653915405
150,0.1467212736606598
151,0.15787941217422485
152,0.1431923806667328
153,0.1352987289428711
154,0.15501822531223297
155,0.14294752478599548
156,0.16108272969722748
157,0.15438808500766754
158,0.15857118368148804
159,0.1543615162372589
160,0.1575283706188202
161,0.1438210904598236
162,0.15620306134223938
163,0.14435574412345886
164,0.14332246780395508
165,0.1522090882062912
166,0.13944301009178162
167,0.13874411582946777
168,0.1343076527118683
169,0.13354994356632233
170,0.13651201128959656
171,0.13555976748466492
172,0.13663221895694733
173,0.1364358514547348
174,0.13784357905387878
175,0.13000530004501343
176,0.1435554027557373
177,0.13627420365810394
178,0.13596178591251373
179,0.12606248259544373
180,0.13652829825878143
181,0.13395017385482788
182,0.13057339191436768
183,0.1314851939678192
184,0.12984958291053772
185,0.13043826818466187
186,0.12935897707939148
187,0.12461867928504944
188,0.12343823909759521
189,0.12697161734104156
190,0.11715762317180634
191,0.13058583438396454
192,0.12047132104635239
193,0.13066092133522034
194,0.14394918084144592
195,0.12041165679693222
196,0.13363546133041382
197,0.13056117296218872
198,0.12695077061653137
199,0.1228635311126709
200,0.1369514912366867
201,0.13281646370887756
202,0.1331961303949356
203,0.13213428854942322
204,0.13250109553337097
205,0.13389259576797485
206,0.1270582228899002
207,0.13720160722732544
208,0.13373756408691406
209,0.12504062056541443
210,0.1253669708967209
211,0.1208878755569458
212,0.1360895186662674
213,0.142952561378479
214,0.11983604729175568
215,0.13374106585979462
216,0.13014081120491028
217,0.11367394030094147
218,0.1353650540113449
219,0.13656193017959595
220,0.1415274739265442
221,0.13154549896717072
222,0.1274513602256775
223,0.12679609656333923
224,0.13014662265777588
225,0.12568235397338867
226,0.13315720856189728
227,0.1420765221118927
228,0.13412009179592133
229,0.1300373673439026
230,0.1390271931886673
231,0.14602172374725342
232,0.12666863203048706
233,0.14207495748996735
234,0.13395866751670837
235,0.1465102732181549
236,0.137834832072258
237,0.14573143422603607
238,0.14292636513710022
239,0.1370074301958084
240,0.14621256291866302
241,0.1467641294002533
242,0.15139853954315186
243,0.15514428913593292
244,0.1391822099685669
245,0.14182981848716736
246,0.14339679479599
247,0.15194442868232727
248,0.14621347188949585
249,0.14758555591106415
250,0.1407277137041092
251,0.13956177234649658
252,0.13113147020339966
253,0.13626159727573395
254,0.1373639702796936
255,0.13982218503952026
256,0.14250469207763672
257,0.14256229996681213
258,0.13577307760715485
259,0.1464594453573227
260,0.14558327198028564
261,0.14483992755413055
262,0.15037177503108978
263,0.13805145025253296
264,0.14558300375938416
265,0.1434987485408783
266,0.14852505922317505
267,0.14360985159873962
268,0.15095508098602295
269,0.137919083237648
270,0.13674190640449524
271,0.14181509613990784
272,0.1348731964826584
273,0.1425362229347229
274,0.15112130343914032
275,0.1466086506843567
276,0.15899580717086792
277,0.15238210558891296
278,0.15483884513378143
279,0.14667579531669617
280,0.15399223566055298
281,0.17107003927230835
282,0.14462822675704956
283,0.15625381469726562
284,0.1578795313835144
285,0.14513468742370605
286,0.14587268233299255
287,0.1418428272008896
288,0.15053033828735352
289,0.14885534346103668
290,0.1479089856147766
291,0.1530124545097351
292,0.1547195017337799
293,0.15806525945663452
294,0.1514018177986145
295,0.14982286095619202
296,0.1454162895679474
297,0.1477014124393463
298,0.15736553072929382
299,0.1429728865623474
300,0.1436179131269455
301,0.14059963822364807
302,0.13970065116882324
303,0.14607368409633636
304,0.1491117775440216
305,0.14147987961769104
306,0.14628130197525024
307,0.1449558436870575
308,0.132828488945961
309,0.14359289407730103
310,0.13730666041374207
311,0.1524244248867035
312,0.13868063688278198
313,0.13895396888256073
314,0.14063459634780884
315,0.13711422681808472
316,0.13361215591430664
317,0.14123022556304932
318,0.1387965977191925
319,0.14064039289951324
320,0.13154026865959167
321,0.13324889540672302
322,0.14683547616004944
323,0.12455113232135773
324,0.15491299331188202
325,0.14520390331745148
326,0.14307329058647156
327,0.14414414763450623
328,0.16387009620666504
329,0.13764843344688416
330,0.1425054967403412
331,0.14799441397190094
332,0.14665856957435608
333,0.16371411085128784
334,0.14342236518859863
335,0.14666731655597687
336,0.1518458127975464
337,0.14355307817459106
338,0.14246156811714172
339,0.1423276960849762
340,0.14514289796352386
341,0.14058737456798553
342,0.1368267983198166
343,0.14582249522209167
344,0.16170001029968262
345,0.13230857253074646
346,0.1323901116847992
347,0.15042638778686523
348,0.13954856991767883
349,0.12691989541053772
350,0.13558080792427063
351,0.1434200406074524
352,0.14427980780601501
353,0.15709197521209717
354,0.15341317653656006
355,0.14890842139720917
356,0.13965155184268951
357,0.14744997024536133
358,0.1470693051815033
359,0.14060579240322113
360,0.15313494205474854
361,0.14468693733215332
362,0.18352803587913513
363,0.1692921221256256
364,0.15182054042816162
365,0.15355049073696136
366,0.15570570528507233
367,0.14107896387577057
368,0.1521150767803192
369,0.1592695713043213
370,0.16200174391269684
371,0.15008319914340973
372,0.1566116064786911
373,0.14458337426185608
374,0.1480960249900818
375,0.14395201206207275
376,0.1490744650363922
377,0.13552924990653992
378,0.14237824082374573
379,0.1399778574705124
380,0.15462413430213928
381,0.1488962173461914
382,0.14827528595924377
383,0.138422891497612
384,0.14914807677268982
385,0.15048614144325256
386,0.13725709915161133
387,0.16750767827033997
388,0.15826192498207092
389,0.15012383460998535
390,0.14357402920722961
391,0.16548684239387512
392,0.15545526146888733
393,0.14769932627677917
394,0.16581366956233978
395,0.1490308791399002
396,0.14673484861850739
397,0.14651204645633698
398,0.1549149453639984
399,0.15194842219352722
400,0.15983636677265167
401,0.13928940892219543
402,0.1446232795715332
403,0.18317502737045288
404,0.1675887405872345
405,0.15504446625709534
406,0.15340560674667358
407,0.15426769852638245
408,0.15657371282577515
409,0.14658693969249725
410,0.15977376699447632
411,0.1562463939189911
412,0.16657167673110962
413,0.13107170164585114
414,0.14884436130523682
415,0.16027794778347015
416,0.15791043639183044
417,0.16906291246414185
418,0.15082913637161255
419,0.17075775563716888
420,0.13004320859909058
421,0.1277499794960022
422,0.14039769768714905
423,0.14362432062625885
424,0.15647269785404205
425,0.15908676385879517
426,0.15875612199306488
427,0.1411799192428589
428,0.13742204010486603
429,0.16700807213783264
430,0.14896363019943237
431,0.14047838747501373
432,0.17504005134105682
433,0.14536826312541962
434,0.15835094451904297
435,0.14894016087055206
436,0.14795182645320892
437,0.1330118328332901
438,0.14238528907299042
439,0.13746757805347443
440,0.14028915762901306
441,0.1425672024488449
442,0.11468057334423065
443,0.14661453664302826
444,0.16682016849517822
445,0.1473565697669983
446,0.13776838779449463
447,0.15892066061496735
448,0.1333240568637848
449,0.14104925096035004
450,0.15404799580574036
451,0.12071605771780014
452,0.14713531732559204
453,0.14470168948173523
454,0.14570960402488708
455,0.13168063759803772
456,0.15410543978214264
457,0.15709275007247925
458,0.15912291407585144
459,0.1442987620830536
460,0.148634135723114
461,0.15505561232566833
462,0.15029847621917725
463,0.1380366086959839
464,0.13339269161224365
465,0.14313645660877228
466,0.1400923728942871
467,0.13190537691116333
468,0.13980214297771454
469,0.14379769563674927
470,0.13834819197654724
471,0.14655116200447083
472,0.13482969999313354
473,0.1507737636566162
474,0.14937177300453186
475,0.14142771065235138
476,0.1490250527858734
477,0.1467238962650299
478,0.1505965292453766
479,0.15961182117462158
480,0.1526491940021515
481,0.15624135732650757
482,0.13461148738861084
483,0.1375425159931183
484,0.14792433381080627
485,0.1347714364528656
486,0.1410178542137146
487,0.13236334919929504
488,0.14742213487625122
489,0.13444603979587555
490,0.12898370623588562
491,0.14886373281478882
492,0.13856813311576843
493,0.14655663073062897
494,0.15316182374954224
495,0.13514572381973267
496,0.13586103916168213
497,0.14800551533699036
498,0.1346694529056549
499,0.15555527806282043
500,0.1416182816028595
501,0.13969849050045013
502,0.14717069268226624
503,0.1386006474494934
504,0.13763093948364258
505,0.13461294770240784
506,0.14345553517341614
507,0.16141954064369202
508,0.1566479206085205
509,0.14125382900238037
510,0.153764009475708
511,0.14707577228546143
512,0.15431538224220276
513,0.15772701799869537
514,0.16820797324180603
515,0.14351049065589905
516,0.15196210145950317
517,0.1495562195777893
518,0.1387982964515686
519,0.16071923077106476
520,0.14708411693572998
521,0.13980820775032043
522,0.1396944671869278
523,0.1533699780702591
524,0.14380095899105072
525,0.14626695215702057
526,0.15010005235671997
527,0.1417475938796997
528,0.15699690580368042
529,0.15054555237293243
530,0.14464107155799866
531,0.14505968987941742
532,0.15178683400154114
533,0.15306058526039124
534,0.14358970522880554
535,0.13957086205482483
536,0.1582081913948059
537,0.15894703567028046
538,0.1635465919971466
539,0.15617451071739197
540,0.1502859890460968
541,0.14616291224956512
542,0.15171237289905548
543,0.13465923070907593
544,0.147993803024292
545,0.13352391123771667
546,0.13975904881954193
547,0.13420754671096802
548,0.12520456314086914
549,0.14953678846359253
550,0.14638850092887878
551,0.15054546296596527
552,0.1400408148765564
553,0.1610046923160553
554,0.15198945999145508
555,0.14549243450164795
556,0.13669759035110474
557,0.14033794403076172
558,0.13782325387001038
559,0.1366739571094513
560,0.15581922233104706
561,0.1417604386806488
562,0.1511649191379547
563,0.15541094541549683
564,0.15162032842636108
565,0.1372186541557312
566,0.14504580199718475
567,0.15043744444847107
568,0.1541077047586441
569,0.1428011804819107
570,0.1388782560825348
571,0.13292036950588226
572,0.13805054128170013
573,0.1375667005777359
574,0.14245545864105225
575,0.15245948731899261
576,0.14884871244430542
577,0.14408068358898163
578,0.14277899265289307
579,0.1477295309305191
580,0.15235981345176697
581,0.15759530663490295
582,0.1601734161376953
583,0.15618032217025757
584,0.15886108577251434
585,0.149839848279953
586,0.13143986463546753
587,0.1415092647075653
588,0.1467379629611969
589,0.152142733335495
590,0.14103055000305176
591,0.16250741481781006
592,0.1486307978630066
593,0.16152116656303406
594,0.15155252814292908
595,0.15747888386249542
596,0.16056811809539795
597,0.1534976363182068
598,0.14775530993938446
599,0.15850666165351868
600,0.15717804431915283
601,0.14808782935142517
602,0.14499922096729279
603,0.1355254054069519
604,0.14225228130817413
605,0.13589733839035034
606,0.15315987169742584
607,0.15852303802967072
608,0.12804991006851196
609,0.16363365948200226
610,0.14250820875167847
611,0.1391059309244156
612,0.15562038123607635
613,0.15491983294487
614,0.1489904522895813
615,0.1480356752872467
616,0.16657620668411255
617,0.1572384238243103
618,0.14741088449954987
619,0.14928627014160156
620,0.15775743126869202
621,0.14153952896595
622,0.1577742099761963
623,0.16517768800258636
624,0.1565818339586258
625,0.14042013883590698
626,0.1532188057899475
627,0.16045361757278442
628,0.1531447172164917
629,0.12295480072498322
630,0.1487167626619339
631,0.15394118428230286
632,0.14068984985351562
633,0.13500185310840607
634,0.13530033826828003
635,0.13554279506206512
636,0.13182874023914337
637,0.13640977442264557
638,0.1592525988817215
639,0.1651051640510559
640,0.14692670106887817
641,0.15061552822589874
642,0.1505628228187561
643,0.14246878027915955
644,0.1390121877193451
645,0.14457714557647705
646,0.15116310119628906
647,0.12718842923641205
648,0.14180739223957062
649,0.12837126851081848
650,0.14746737480163574
651,0.14576399326324463
652,0.13446730375289917
653,0.13037976622581482
654,0.13029009103775024
655,0.14835023880004883
656,0.13860481977462769
657,0.13389648497104645
658,0.13244354724884033
659,0.14544619619846344
660,0.14263096451759338
661,0.1367119401693344
662,0.13719619810581207
663,0.1554493010044098
664,0.14413189888000488
665,0.15840601921081543
666,0.13917799293994904
667,0.1413191258907318
668,0.1377944052219391
669,0.14350906014442444
670,0.12709839642047882
671,0.1343519389629364
672,0.1277231127023697
673,0.12709999084472656
674,0.13331256806850433
675,0.13987170159816742
676,0.13399626314640045
677,0.13228440284729004
678,0.14858391880989075
679,0.14171439409255981
680,0.13861790299415588
681,0.1386890411376953
682,0.15097257494926453
683,0.13795799016952515
684,0.15078496932983398
685,0.12063895910978317
686,0.15632987022399902
687,0.14088141918182373
688,0.1414300799369812
689,0.15315154194831848
690,0.15481674671173096
691,0.1433984637260437
692,0.16322112083435059
693,0.15359091758728027
694,0.14939820766448975
695,0.15499067306518555
696,0.1412348598241806
697,0.15045025944709778
698,0.1343572735786438
699,0.15685734152793884
700,0.14360113441944122
701,0.1389719694852829
702,0.13344688713550568
703,0.13701656460762024
704,0.15112558007240295
705,0.129536971449852
706,0.14643588662147522
707,0.13493412733078003
708,0.14283472299575806
709,0.14895084500312805
710,0.1491299569606781
711,0.1438167691230774
712,0.1282920241355896
713,0.13761332631111145
714,0.13671690225601196
715,0.13098406791687012
716,0.12787336111068726
717,0.1284879744052887
718,0.1377233862876892
719,0.1451665610074997
720,0.13769611716270447
721,0.14026960730552673
722,0.1406925767660141
723,0.1360594630241394
724,0.1357470601797104
725,0.1315252184867859
726,0.1396532654762268
727,0.13346907496452332
728,0.1317334771156311
729,0.1142488345503807
730,0.12899313867092133
731,0.1311047524213791
732,0.12200526148080826
733,0.125096395611763
734,0.11489029228687286
735,0.1258612722158432
736,0.12369346618652344
737,0.12939149141311646
738,0.13159118592739105
739,0.1206185519695282
740,0.11749977618455887
741,0.10858017206192017
742,0.12792512774467468
743,0.12882894277572632
744,0.1116647869348526
745,0.10696478933095932
746,0.14042893052101135
747,0.1398858278989792
748,0.12674467265605927
749,0.12799787521362305
750,0.1411406695842743
751,0.1319042444229126
752,0.11040309071540833
753,0.1105455607175827
754,0.12565915286540985
755,0.12788818776607513
756,0.11654198169708252
757,0.108045294880867
758,0.10232675820589066
759,0.11660051345825195
760,0.10536068677902222
761,0.09776395559310913
762,0.10120102763175964
763,0.10278046131134033
764,0.10282546281814575
765,0.11916031688451767
766,0.10420939326286316
767,0.10349564999341965
768,0.10261280834674835
769,0.11478547006845474
770,0.11053641140460968
771,0.10501506924629211
772,0.1200915277004242
773,0.11222798377275467
774,0.10220189392566681
775,0.10366389155387878
776,0.10813771188259125
777,0.1234004944562912
778,0.12508541345596313
779,0.10955420136451721
780,0.11471971124410629
781,0.12835924327373505
782,0.11448760330677032
783,0.10780873894691467
784,0.11618830263614655
785,0.1207948550581932
786,0.11942526698112488
787,0.10414491593837738
788,0.1121545061469078
789,0.11709606647491455
790,0.11432269215583801
791,0.10922360420227051
792,0.12192368507385254
793,0.11430241167545319
794,0.10819816589355469
795,0.12128585577011108
796,0.10677245259284973
797,0.11856796592473984
798,0.11103124916553497
799,0.11961470544338226
800,0.11236189305782318
801,0.10931447148323059
802,0.12263797223567963
803,0.12499625980854034
804,0.10889913886785507
805,0.11252555251121521
806,0.11953248083591461
807,0.11724463105201721
808,0.12223398685455322
809,0.13201430439949036
810,0.12054823338985443
811,0.1225208193063736
812,0.11229120194911957
813,0.11205995827913284
814,0.12144753336906433
815,0.1117386519908905
816,0.11487405002117157
817,0.12464763224124908
818,0.12323097139596939
819,0.12677183747291565
820,0.11276554316282272
821,0.1366051733493805
822,0.11848403513431549
823,0.12739749252796173
824,0.11924813687801361
825,0.12584877014160156
826,0.11986657232046127
827,0.1143815815448761
828,0.1090448722243309
829,0.0999954491853714
830,0.11677507311105728
831,0.1174846962094307
832,0.11485040187835693
833,0.10483639687299728
834,0.11554800719022751
835,0.1250867247581482
836,0.1346317082643509
837,0.11374160647392273
838,0.11465790867805481
839,0.11848334968090057
840,0.1259666085243225
841,0.11822066456079483
842,0.11287413537502289
843,0.11241818219423294
844,0.11155840009450912
845,0.11935260891914368
846,0.1186118870973587
847,0.13322274386882782
848,0.11329817771911621
849,0.1196780875325203
850,0.12531059980392456
851,0.12290197610855103
852,0.12863832712173462
853,0.12469589710235596
854,0.12682145833969116
855,0.09878803044557571
856,0.10710892826318741
857,0.11348593235015869
858,0.12689191102981567
859,0.11378487199544907
860,0.11363743245601654
861,0.118714340031147
862,0.13276924192905426
863,0.11448560655117035
864,0.12039230018854141
865,0.12529975175857544
866,0.12346552312374115
867,0.12196178734302521
868,0.12105298787355423
869,0.12235400825738907
870,0.11543603986501694
871,0.11297492682933807
872,0.11628670245409012
873,0.12015692889690399
874,0.1018865704536438
875,0.11780458688735962
876,0.12170233577489853
877,0.11887651681900024
878,0.11732389032840729
879,0.10493716597557068
880,0.10938087105751038
881,0.10816844552755356
882,0.125823974609375
883,0.1148679256439209
884,0.11287850141525269
885,0.10979652404785156
886,0.10949551314115524
887,0.11565832793712616
888,0.11514625698328018
889,0.1199030727148056
890,0.10725472867488861
891,0.11648552119731903
892,0.11102253198623657
893,0.09401747584342957
894,0.10600298643112183
895,0.10320130735635757
896,0.09766092896461487
897,0.11260637640953064
898,0.1157580316066742
899,0.1007431149482727
900,0.117998868227005
901,0.10864721238613129
902,0.10732274502515793
903,0.10495950281620026
904,0.10192086547613144
905,0.09899183362722397
906,0.10554804652929306
907,0.09535731375217438
908,0.08782908320426941
909,0.10444730520248413
910,0.10376476496458054
911,0.08533816039562225
912,0.10753490030765533
913,0.10779092460870743
914,0.10189907252788544
915,0.1099412739276886
916,0.11234314739704132
917,0.10603411495685577
918,0.12124443054199219
919,0.10822050273418427
920,0.10511695593595505
921,0.11362634599208832
922,0.10179506242275238
923,0.11606515198945999
924,0.11499028652906418
925,0.12298300862312317
926,0.10964667797088623
927,0.12456496059894562
928,0.11624912917613983
929,0.10633912682533264
930,0.11357160657644272
931,0.10850676894187927
932,0.10299243032932281
933,0.10990075021982193
934,0.1135384812951088
935,0.09296779334545135
936,0.10584993660449982
937,0.10658620297908783
938,0.10807225108146667
939,0.0958862230181694
940,0.0969918891787529
941,0.10579589009284973
942,0.10598011314868927
943,0.10704362392425537
944,0.10964952409267426
945,0.09839038550853729
946,0.10800126194953918
947,0.11315535008907318
948,0.09215116500854492
949,0.11496688425540924
950,0.09064070880413055
951,0.10311908274888992
952,0.10509604215621948
953,0.10603450238704681
954,0.1132272258400917
955,0.10239576548337936
956,0.09235060214996338
957,0.10710049420595169
958,0.1001194640994072
959,0.10601510107517242
960,0.09468434751033783
961,0.09808719158172607
962,0.10296030342578888
963,0.101961150765419
964,0.09155937284231186
965,0.1047062873840332
966,0.09295837581157684
967,0.0980469286441803
968,0.09262721240520477
969,0.087569460272789
970,0.10060107707977295
971,0.10501636564731598
972,0.10462804138660431
973,0.09895002841949463
974,0.09745758771896362
975,0.09917882084846497
976,0.09841281175613403
977,0.09656407684087753
978,0.11247624456882477
979,0.09388619661331177
980,0.10429906845092773
981,0.09535203874111176
982,0.10278496146202087
983,0.10067819058895111
984,0.09313914179801941
985,0.09651355445384979
986,0.08782491087913513
987,0.09343221783638
988,0.09282934665679932
989,0.10609902441501617
990,0.0960482507944107
991,0.0916409119963646
992,0.1077248752117157
993,0.11092115938663483
994,0.09674037992954254
995,0.09128418564796448
996,0.09828783571720123
997,0.11242148280143738
998,0.09963878244161606
999,0.1022985428571701
1000,0.09461154788732529
1001,0.10593654215335846
1002,0.09908320009708405
1003,0.10074147582054138
1004,0.10007944703102112
1005,0.10603104531764984
1006,0.09797045588493347
1007,0.10168381035327911
1008,0.09517763555049896
1009,0.09276904165744781
1010,0.09600777924060822
1011,0.09544892609119415
1012,0.10401521623134613
1013,0.10650423914194107
1014,0.09967459738254547
1015,0.10790544003248215
1016,0.10550367087125778
1017,0.10219228267669678
1018,0.1163322702050209
1019,0.10381345450878143
1020,0.10834472626447678
1021,0.109379842877388
1022,0.09982235729694366
1023,0.1132885068655014
1024,0.10844336450099945
1025,0.0976283848285675
1026,0.10059277713298798
1027,0.08767329156398773
1028,0.09966665506362915
1029,0.09208552539348602
1030,0.09932244569063187
1031,0.08635756373405457
1032,0.10823030769824982
1033,0.10424704849720001
1034,0.11262646317481995
1035,0.09818054735660553
1036,0.10697588324546814
1037,0.09239775687456131
1038,0.09202089160680771
1039,0.09540485590696335
1040,0.09078554809093475
1041,0.10121490061283112
1042,0.10325057059526443
1043,0.1110852062702179
1044,0.1088067889213562
1045,0.10410647094249725
1046,0.10657949000597
1047,0.10109899938106537
1048,0.10150787234306335
1049,0.11014358699321747
1050,0.1054258719086647
1051,0.10874991118907928
1052,0.10811518132686615
1053,0.10376586019992828
1054,0.10752977430820465
1055,0.11072975397109985
1056,0.10765443742275238
1057,0.10669763386249542
1058,0.1000998392701149
1059,0.10515783727169037
1060,0.11336422711610794
1061,0.10835904628038406
1062,0.1038535088300705
1063,0.10002411901950836
1064,0.10724149644374847
1065,0.09020555019378662
1066,0.10535412281751633
1067,0.10214076936244965
1068,0.09407354891300201
1069,0.09323109686374664
1070,0.08992987871170044
1071,0.10329537093639374
1072,0.10318052768707275
1073,0.1033075749874115
1074,0.09776753932237625
1075,0.09801125526428223
1076,0.08904358744621277
1077,0.10263240337371826
1078,0.1036108061671257
1079,0.10607755184173584
1080,0.10694946348667145
1081,0.09915819764137268
1082,0.10290050506591797
1083,0.10465749353170395
1084,0.10273607075214386
1085,0.10483218729496002
1086,0.09582862257957458
1087,0.098329558968544
