10
60
2433
2369
2114
2028
2001
1382
704
545
503
125
90	490
139	539
152	552
176	576
177	577
199	599
207	607
209	609
252	652
260	660
268	668
284	684
308	708
428	828
433	833
439	839
453	853
480	880
484	884
488	888
554	954
583	983
589	989
595	995
715	1115
837	1237
853	1253
942	1342
976	1376
980	1380
44	444
87	487
118	518
127	527
175	575
261	661
288	688
316	716
326	726
357	757
365	765
413	813
450	850
485	885
486	886
487	887
506	906
542	942
559	959
624	1024
639	1039
655	1055
716	1116
717	1117
761	1161
817	1217
822	1222
882	1282
898	1298
942	1342
