10
60
2982
2911
2586
1796
1606
1225
876
413
214
144
50	326
129	248
30	47
155	226
343	498
568	691
630	760
552	625
536	587
290	297
827	826
836	832
942	924
876	825
950	863
557	499
889	790
754	645
681	580
426	355
737	597
594	477
470	369
500	355
184	128
857	550
950	609
622	379
386	235
761	460
32	185
105	342
106	326
84	207
188	423
214	473
164	340
297	519
347	584
310	458
272	388
380	486
546	667
739	805
603	634
300	312
884	906
458	467
413	421
682	694
136	132
454	432
309	289
659	559
794	669
783	629
554	405
810	579
440	313
370	261
