20
60
1249
1248
1228
1155
1057
835
802
755
728
700
691
661
586
519
401
262
254
219
151
98
1	401
23	423
54	454
67	467
102	502
150	550
205	605
225	625
231	631
246	646
261	661
265	665
268	668
407	807
430	830
518	918
558	958
584	984
635	1035
693	1093
732	1132
753	1153
784	1184
826	1226
855	1255
860	1260
895	1295
914	1314
918	1318
974	1374
2	402
15	415
39	439
52	452
55	455
90	490
136	536
162	562
163	563
245	645
257	657
298	698
325	725
329	729
362	762
398	798
474	874
491	891
530	930
579	979
632	1032
671	1071
705	1105
712	1112
756	1156
762	1162
770	1170
905	1305
917	1317
951	1351
