20
60
1417
1389
1355
1286
1159
1050
1036
1009
819
753
641
634
618
584
471
336
334
135
79
57
87	506
118	639
90	433
127	542
209	837
152	428
288	655
488	980
365	716
252	453
554	853
487	717
484	595
480	589
177	199
882	822
357	326
624	559
942	817
413	316
308	207
761	485
976	583
486	261
268	139
439	176
715	284
942	260
898	175
450	44
148	999
67	397
96	434
208	511
430	867
250	503
445	846
563	861
645	921
406	578
587	828
166	211
868	982
591	663
728	747
550	553
413	392
222	205
921	806
788	666
965	815
991	826
975	616
990	585
656	366
641	239
291	69
287	51
772	91
865	6
