20
60
1383
1286
1179
1079
1078
1057
1053
1026
935
884
691
652
600
492
476
226
224
205
91
56
4	60
12	138
124	839
89	585
300	979
190	588
264	430
606	945
268	409
663	833
965	923
826	789
619	591
711	671
949	877
958	839
972	818
518	330
223	88
495	193
953	337
285	89
907	271
856	187
509	50
723	71
963	86
304	23
961	64
675	15
46	919
22	268
23	276
104	647
166	853
329	913
358	957
309	808
302	689
387	866
140	309
370	651
265	466
114	190
559	740
558	662
870	981
480	478
561	549
965	877
649	449
863	591
442	298
632	417
291	161
616	247
108	35
496	142
640	109
809	28
