20
60
1467
1431
1406
1382
1306
1263
1075
884
857
803
665
545
517
498
454
360
262
247
226
144
58	458
63	463
68	468
145	545
169	569
242	642
300	700
334	734
365	765
431	831
437	837
453	853
463	863
485	885
495	895
524	924
574	974
583	983
625	1025
661	1061
744	1144
762	1162
827	1227
842	1242
864	1264
867	1267
896	1296
909	1309
934	1334
937	1337
100	500
124	524
141	541
174	574
217	617
234	634
238	638
249	649
310	710
329	729
409	809
445	845
485	885
513	913
533	933
548	948
552	952
613	1013
649	1049
658	1058
670	1070
694	1094
727	1127
747	1147
787	1187
793	1193
802	1202
858	1258
968	1368
977	1377
