20
60
1332
1300
1250
1238
1055
978
910
785
782
746
724
602
571
380
370
323
253
183
177
73
3	545
34	975
39	565
51	529
138	993
161	733
101	378
141	501
174	448
150	267
606	961
578	902
570	846
516	754
35	44
604	615
886	849
890	827
370	341
831	569
620	365
396	232
692	240
386	114
456	134
699	116
882	133
111	14
875	106
687	18
11	404
27	465
52	755
135	892
145	907
210	462
476	936
153	298
453	856
427	738
616	981
588	905
323	373
551	553
243	234
566	409
862	613
987	620
561	337
945	493
663	332
763	348
983	435
325	134
744	296
589	155
861	215
975	164
721	72
448	5
