20
60
1488
1412
1396
1337
1328
1291
1259
1015
867
832
555
511
455
388
339
283
202
181
42
14
28	565
86	761
149	712
288	915
191	563
361	924
252	635
373	853
213	391
520	874
183	286
375	562
703	969
206	270
293	368
495	592
867	982
688	683
722	660
493	387
906	701
504	318
761	424
308	112
852	302
791	175
604	110
703	101
779	98
978	72
15	698
34	770
146	989
196	878
222	899
310	896
336	807
395	716
310	504
562	851
341	501
699	974
481	657
488	659
162	209
505	614
438	517
856	793
730	656
700	629
702	602
944	783
590	420
836	539
937	431
673	239
759	268
640	86
956	27
773	5
