20
60
1352
1319
1268
1256
1071
993
924
796
793
757
735
611
579
386
375
328
257
185
179
74
18	285
106	413
14	52
133	431
116	348
134	262
114	222
240	421
232	297
365	467
569	673
341	352
827	852
849	863
615	611
44	40
754	658
846	735
902	772
961	818
267	220
448	338
501	357
378	266
733	504
993	650
529	338
565	355
975	599
545	328
5	182
72	331
164	488
215	473
155	328
296	475
134	210
435	654
348	513
332	464
493	673
337	426
620	766
613	712
409	471
234	237
553	551
373	352
905	778
981	834
738	613
856	694
936	752
298	239
462	361
907	602
892	589
755	474
465	290
404	247
