30
300
2370
2042
2197
2983
2858
2317
2441
2900
3014
2749
2518
2933
2816
2169
3007
2376
2803
2518
2421
2610
2212
2834
2712
2190
2098
2385
3028
2786
2749
1321
61	946
412	387
508	505
14	577
69	21
316	278
388	931
111	738
85	683
419	475
121	280
333	198
442	791
956	608
92	515
586	602
22	160
499	940
132	807
61	208
459	74
927	139
752	441
156	48
966	43
893	366
538	976
57	490
955	439
865	856
832	500
58	62
751	677
948	737
748	276
976	813
897	575
116	575
197	511
69	717
759	270
374	304
851	36
563	232
22	691
239	41
841	570
826	502
113	903
99	675
484	217
330	959
299	76
971	793
544	222
717	257
754	714
949	611
228	435
201	376
704	659
498	718
405	252
178	433
839	135
946	425
279	203
359	446
789	713
205	617
544	86
760	181
488	616
381	78
254	116
459	33
286	807
518	908
635	347
385	527
267	21
970	507
707	549
552	234
758	278
111	880
630	654
141	392
920	32
823	650
626	224
683	243
313	718
859	21
364	856
784	689
861	97
63	682
263	70
368	212
942	146
374	725
147	448
557	722
69	673
166	509
615	247
377	510
581	330
528	8
306	816
739	214
423	714
857	93
181	549
354	195
259	350
251	144
58	490
35	700
479	605
568	153
382	801
140	731
189	233
21	61
814	6
644	94
29	418
337	892
409	811
959	695
39	506
614	369
169	773
471	781
764	778
974	390
719	77
468	497
649	836
459	757
159	401
921	249
984	31
80	8
793	112
749	617
723	350
721	249
188	793
686	349
957	497
636	106
397	237
905	328
533	971
485	679
342	16
110	760
927	338
306	983
821	980
436	96
204	506
585	640
385	318
791	948
331	186
417	200
867	407
97	673
826	285
231	723
99	68
554	403
702	171
544	140
868	447
439	428
571	950
519	476
995	315
730	587
376	853
886	645
311	988
624	675
825	316
323	866
43	581
924	648
589	249
24	340
153	744
608	302
249	9
472	7
966	258
547	434
894	697
796	730
772	348
210	870
920	486
959	91
430	243
654	129
44	182
521	529
442	912
503	637
800	668
955	488
71	889
320	583
133	200
779	288
33	894
575	258
79	804
914	998
420	13
399	405
802	392
142	194
558	423
902	513
250	495
927	23
696	153
94	60
343	32
778	463
734	700
368	1000
277	398
452	428
928	125
715	964
866	728
794	367
877	21
568	170
756	946
898	29
233	498
76	584
234	450
305	173
196	412
450	952
944	51
332	300
653	777
276	991
583	390
716	393
686	186
150	313
873	596
24	929
671	875
377	35
798	62
488	420
529	343
527	896
686	365
947	382
46	138
761	829
467	162
757	159
957	133
656	805
379	839
798	764
989	974
217	222
220	363
906	283
707	613
470	778
453	826
150	683
383	416
908	519
534	483
281	402
645	583
754	439
340	257
395	812
667	985
761	416
86	739
706	851
461	310
182	237
