20
60
1417
1389
1374
1307
1216
1158
1023
932
844
776
734
684
615
514
441
426
297
268
227
89
20	914
60	944
43	597
42	234
146	737
260	853
314	840
245	615
229	499
447	767
455	708
541	837
426	420
917	890
820	516
897	553
980	602
983	594
219	131
997	555
509	267
427	218
810	410
891	402
903	326
634	227
887	253
634	133
332	62
259	10
38	719
32	524
76	755
207	698
373	890
307	649
352	739
272	555
345	675
421	749
421	620
625	864
672	806
736	878
641	732
760	841
938	911
930	866
509	418
969	687
690	341
455	190
740	218
441	129
807	232
846	232
656	115
617	88
346	48
932	81
