20
60
1331
1316
1253
1231
1074
1036
915
893
869
805
781
616
550
541
535
434
430
332
247
188
58	392
124	342
242	508
217	421
174	298
485	665
463	624
169	221
431	522
310	364
453	501
802	872
533	579
842	851
793	789
68	65
858	813
744	696
409	377
583	524
968	858
524	448
934	758
762	603
552	426
548	422
613	467
513	363
827	554
658	434
63	361
65	167
305	522
242	375
152	225
387	552
99	138
539	707
534	646
640	756
629	739
446	504
388	438
220	240
228	248
366	392
979	804
721	579
654	522
295	231
664	501
927	695
430	317
578	416
696	484
331	225
943	636
984	657
876	564
738	471
