60
120
567
446
423
531
551
545
484
456
580
552
616
517
599
474
562
442
448
465
621
485
457
464
471
441
429
439
548
467
453
425
597
546
619
590
452
513
443
485
524
547
445
569
564
611
471
550
572
427
530
628
579
461
539
627
602
525
480
538
567
1103
824	737
659	633
452	467
821	803
850	890
538	485
47	85
768	867
815	807
115	123
172	265
311	379
222	210
263	291
995	1005
52	65
803	778
382	322
816	882
662	706
587	635
527	472
34	42
991	985
56	93
782	813
818	908
97	96
766	774
791	713
128	128
858	888
68	157
57	79
555	594
240	249
445	372
700	609
828	849
242	339
340	439
103	120
43	21
284	254
438	514
733	804
328	362
479	517
379	386
812	748
974	1020
497	582
30	56
166	185
953	985
666	696
809	791
411	439
982	932
233	157
158	74
237	165
101	197
911	969
799	712
145	238
437	452
185	87
968	910
578	551
683	749
210	206
640	702
51	61
201	272
329	308
815	820
740	779
755	776
20	104
423	368
543	522
906	822
132	227
631	647
979	950
55	21
688	680
829	862
829	837
901	918
527	600
552	507
873	926
797	889
396	307
490	473
891	879
681	639
610	691
581	525
774	871
400	446
576	596
682	627
758	716
770	701
815	730
322	248
685	782
613	634
564	505
97	134
374	377
866	864
994	1066
433	385
526	457
766	803
235	292
