20
60
1668
1578
1496
1162
1159
1141
994
885
803
703
657
496
438
424
343
240
140
101
85
84
2	402
30	430
95	495
125	525
139	539
186	586
224	624
252	652
267	667
280	680
305	705
369	769
405	805
462	862
467	867
481	881
493	893
502	902
528	928
560	960
592	992
649	1049
714	1114
742	1142
777	1177
814	1214
822	1222
920	1320
941	1341
995	1395
35	435
42	442
64	464
100	500
156	556
176	576
206	606
218	618
222	622
274	674
293	693
315	715
396	796
405	805
524	924
556	956
565	965
566	966
579	979
579	979
642	1042
642	1042
857	1257
900	1300
905	1305
946	1346
964	1364
976	1376
978	1378
998	1398
