20
60
1378
1207
1200
1058
1043
1034
825
775
772
635
609
598
566
415
340
328
301
217
72
15
18	418
35	435
44	444
51	451
106	506
114	514
116	516
138	538
150	550
174	574
267	667
386	786
448	848
529	929
569	969
578	978
604	1004
606	1006
615	1015
687	1087
699	1099
827	1227
831	1231
849	1249
875	1275
886	1286
890	1290
902	1302
961	1361
993	1393
3	403
14	414
34	434
39	439
101	501
111	511
133	533
134	534
141	541
161	561
232	632
240	640
341	741
365	765
370	770
378	778
396	796
456	856
501	901
516	916
545	945
565	965
570	970
620	1020
692	1092
733	1133
754	1154
846	1246
882	1282
975	1375
