45
135
770
632
854
747
844
917
731
640
787
706
711
698
746
866
644
939
764
761
817
657
636
867
742
709
763
635
741
791
760
704
867
677
805
747
859
774
633
876
755
756
789
797
852
815
1868
66	85
924	866
816	816
923	871
838	878
175	176
845	942
306	331
420	479
490	581
270	361
864	804
335	351
678	663
74	103
969	898
885	981
903	971
250	225
100	112
56	119
107	153
419	485
626	562
153	206
301	234
258	273
595	618
695	746
346	294
124	96
674	742
357	397
777	790
754	737
239	157
969	994
557	578
449	388
616	532
863	794
976	1060
855	908
117	178
263	239
158	82
314	248
907	887
580	504
857	785
968	963
345	385
215	235
274	305
261	162
629	705
74	21
35	60
682	779
901	861
907	898
647	611
28	94
504	440
645	638
511	560
397	397
825	854
640	718
487	430
472	502
155	174
786	813
24	48
609	593
725	670
769	862
123	81
694	658
979	920
352	444
451	542
586	582
58	10
477	544
293	354
843	935
616	603
834	897
340	387
14	60
13	25
507	516
624	580
571	567
232	280
408	374
839	827
338	273
793	823
157	184
970	1016
695	768
820	857
984	977
232	285
488	465
502	534
283	238
346	370
668	730
661	748
616	649
38	116
603	654
878	907
868	798
371	408
269	276
472	467
688	713
629	644
660	578
848	871
701	768
336	298
234	304
989	959
336	358
638	641
535	514
805	854
91	10
964	878
930	882
