10
60
2405
2198
2155
2147
1906
1803
971
458
186
114
15	279
64	422
23	135
86	436
50	234
71	331
187	454
271	524
89	167
337	583
193	313
88	141
330	405
818	879
839	886
877	905
671	686
591	602
789	803
923	939
833	764
409	353
945	809
430	364
588	428
979	707
585	387
839	553
60	38
138	87
28	339
109	321
142	283
35	65
247	395
161	213
417	503
298	355
591	699
449	528
877	912
549	554
478	478
981	936
662	620
740	667
190	160
651	538
466	385
309	241
866	674
689	534
808	608
957	717
913	679
853	578
647	430
268	169
276	174
919	570
