20
60
1212
1163
1135
1044
944
905
870
852
848
813
794
763
653
631
557
543
434
309
287
253
72	472
110	510
149	549
175	575
191	591
206	606
252	652
270	670
288	688
293	693
302	702
361	761
368	768
424	824
495	895
563	963
592	992
604	1004
635	1035
660	1060
712	1112
722	1122
761	1161
791	1191
852	1252
867	1267
915	1315
924	1324
978	1378
982	1382
28	428
86	486
98	498
101	501
112	512
183	583
213	613
286	686
308	708
318	718
373	773
375	775
387	787
391	791
493	893
504	904
520	920
562	962
565	965
683	1083
688	1088
701	1101
703	1103
703	1103
761	1161
779	1179
853	1253
874	1274
906	1306
969	1369
